[  198]  1065.894 | 5 | 3
[  199]  1071.277 | 5 | 3
[  200]  1076.660 | 5 | 3
[  201]  1082.043 | 5 | 4
[  202]  1087.427 | 5 | 4
[  203]  1092.810 | 5 | 4
[  204]  1098.193 | 5 | 4
[  205]  1103.577 | 5 | 4
[  206]  1108.960 | 5 | 4
[  207]  1114.343 | 5 | 4
[  208]  1119.727 | 5 | 4
[  209]  1125.110 | 5 | 4
[  210]  1130.493 | 5 | 4
[  211]  1135.876 | 5 | 4
[  212]  1141.260 | 5 | 4
[  213]  1146.643 | 5 | 5
[  214]  1152.026 | 5 | 5
[  215]  1157.410 | 5 | 5
[  216]  1162.793 | 5 | 5
[  217]  1168.176 | 5 | 5
[  218]  1173.560 | 5 | 5
[  219]  1178.943 | 5 | 5
[  220]  1184.326 | 5 | 5
[  221]  1189.709 | 5 | 5
[  222]  1195.093 | 5 | 5
[  223]  1200.476 | 5 | 5
[  224]  1205.859 | 5 | 5
[  225]  1211.243 | 5 | 6
[  226]  1216.626 | 5 | 6
[  227]  1222.009 | 5 | 6
[  228]  1227.393 | 5 | 6
[  229]  1232.776 | 5 | 6
[  230]  1238.159 | 5 | 6
[  231]  1243.542 | 5 | 6
[  232]  1248.926 | 5 | 6
[  233]  1254.309 | 5 | 6
[  234]  1259.692 | 5 | 6
[  235]  1265.076 | 5 | 6
[  236]  1270.459 | 5 | 6
[  237]  1275.842 | 5 | 6
[  238]  1281.226 | 5 | 6
[  239]  1286.609 | 5 | 7
[  240]  1291.992 | 5 | 7
[  241]  1297.375 | 5 | 7
[  242]  1302.759 | 5 | 7
[  243]  1308.142 | 5 | 7
[  244]  1313.525 | 5 | 7
[  245]  1318.909 | 5 | 7
[  246]  1324.292 | 5 | 7
[  247]  1329.675 | 5 | 7
[  248]  1335.059 | 5 | 7
[  249]  1340.442 | 5 | 7
[  250]  1345.825 | 5 | 7
[  251]  1351.208 | 5 | 7
[  252]  1356.592 | 5 | 7
[  253]  1361.975 | 5 | 8
[  254]  1367.358 | 5 | 8
[  255]  1372.742 | 5 | 8
[  256]  1378.125 | 5 | 8
[  257]  1383.508 | 5 | 8
[  258]  1388.892 | 5 | 8
[  259]  1394.275 | 5 | 8
[  260]  1399.658 | 5 | 8
[  261]  1405.042 | 5 | 8
[  262]  1410.425 | 5 | 8
[  263]  1415.808 | 5 | 8
[  264]  1421.191 | 5 | 8
[  265]  1426.575 | 5 | 8
[  266]  1431.958 | 5 | 8
[  267]  1437.341 | 5 | 8
[  268]  1442.725 | 5 | 9
[  269]  1448.108 | 5 | 9
[  270]  1453.491 | 5 | 9
[  271]  1458.875 | 5 | 9
[  272]  1464.258 | 5 | 9
[  273]  1469.641 | 5 | 9
[  274]  1475.024 | 5 | 9
[  275]  1480.408 | 5 | 9
[  276]  1485.791 | 5 | 9
[  277]  1491.174 | 5 | 9
[  278]  1496.558 | 5 | 9
[  279]  1501.941 | 5 | 9
[  280]  1507.324 | 5 | 9
[  281]  1512.708 | 5 | 9
[  282]  1518.091 | 5 | 9
[  283]  1523.474 | 5 | 9
[  284]  1528.857 | 5 | 10
[  285]  1534.241 | 5 | 10
[  286]  1539.624 | 5 | 10
[  287]  1545.007 | 5 | 10
[  288]  1550.391 | 5 | 10
[  289]  1555.774 | 5 | 10
[  290]  1561.157 | 5 | 10
[  291]  1566.541 | 5 | 10
[  292]  1571.924 | 5 | 10
[  293]  1577.307 | 5 | 10
[  294]  1582.690 | 5 | 10
[  295]  1588.074 | 5 | 10
[  296]  1593.457 | 5 | 10
[  297]  1598.840 | 5 | 10
[  298]  1604.224 | 5 | 10
[  299]  1609.607 | 5 | 10
[  300]  1614.990 | 5 | 11
[  301]  1620.374 | 5 | 11
[  302]  1625.757 | 5 | 11
[  303]  1631.140 | 5 | 11
[  304]  1636.523 | 5 | 11
[  305]  1641.907 | 5 | 11
[  306]  1647.290 | 5 | 11
[  307]  1652.673 | 5 | 11
[  308]  1658.057 | 5 | 11
[  309]  1663.440 | 5 | 11
[  310]  1668.823 | 5 | 11
[  311]  1674.207 | 5 | 11
[  312]  1679.590 | 5 | 11
[  313]  1684.973 | 5 | 11
[  314]  1690.356 | 5 | 11
[  315]  1695.740 | 5 | 11
[  316]  1701.123 | 5 | 11
[  317]  1706.506 | 5 | 11
[  318]  1711.890 | 6 | 0
[  319]  1717.273 | 6 | 0
[  320]  1722.656 | 6 | 0
[  321]  1728.040 | 6 | 0
[  322]  1733.423 | 6 | 0
[  323]  1738.806 | 6 | 0
[  324]  1744.189 | 6 | 0
[  325]  1749.573 | 6 | 0
[  326]  1754.956 | 6 | 0
[  327]  1760.339 | 6 | 0
[  328]  1765.723 | 6 | 0
[  329]  1771.106 | 6 | 0
[  330]  1776.489 | 6 | 0
[  331]  1781.873 | 6 | 0
[  332]  1787.256 | 6 | 0
[  333]  1792.639 | 6 | 0
[  334]  1798.022 | 6 | 0
[  335]  1803.406 | 6 | 0
[  336]  1808.789 | 6 | 0
[  337]  1814.172 | 6 | 1
[  338]  1819.556 | 6 | 1
[  339]  1824.939 | 6 | 1
[  340]  1830.322 | 6 | 1
[  341]  1835.706 | 6 | 1
[  342]  1841.089 | 6 | 1
[  343]  1846.472 | 6 | 1
[  344]  1851.855 | 6 | 1
[  345]  1857.239 | 6 | 1
[  346]  1862.622 | 6 | 1
[  347]  1868.005 | 6 | 1
[  348]  1873.389 | 6 | 1
[  349]  1878.772 | 6 | 1
[  350]  1884.155 | 6 | 1
[  351]  1889.539 | 6 | 1
[  352]  1894.922 | 6 | 1
[  353]  1900.305 | 6 | 1
[  354]  1905.688 | 6 | 1
[  355]  1911.072 | 6 | 1
[  356]  1916.455 | 6 | 1
[  357]  1921.838 | 6 | 2
[  358]  1927.222 | 6 | 2
[  359]  1932.605 | 6 | 2
[  360]  1937.988 | 6 | 2
[  361]  1943.372 | 6 | 2
[  362]  1948.755 | 6 | 2
[  363]  1954.138 | 6 | 2
[  364]  1959.521 | 6 | 2
[  365]  1964.905 | 6 | 2
[  366]  1970.288 | 6 | 2
[  367]  1975.671 | 6 | 2
[  368]  1981.055 | 6 | 2
[  369]  1986.438 | 6 | 2
[  370]  1991.821 | 6 | 2
[  371]  1997.205 | 6 | 2
[  372]  2002.588 | 6 | 2
[  373]  2007.971 | 6 | 2
[  374]  2013.354 | 6 | 2
[  375]  2018.738 | 6 | 2
[  376]  2024.121 | 6 | 2
[  377]  2029.504 | 6 | 2
[  378]  2034.888 | 6 | 3
[  379]  2040.271 | 6 | 3
[  380]  2045.654 | 6 | 3
[  381]  2051.038 | 6 | 3
[  382]  2056.421 | 6 | 3
[  383]  2061.804 | 6 | 3
[  384]  2067.188 | 6 | 3
[  385]  2072.571 | 6 | 3
[  386]  2077.954 | 6 | 3
[  387]  2083.337 | 6 | 3
[  388]  2088.721 | 6 | 3
[  389]  2094.104 | 6 | 3
[  390]  2099.487 | 6 | 3
[  391]  2104.871 | 6 | 3
[  392]  2110.254 | 6 | 3
[  393]  2115.637 | 6 | 3
[  394]  2121.021 | 6 | 3
[  395]  2126.404 | 6 | 3
[  396]  2131.787 | 6 | 3
[  397]  2137.170 | 6 | 3
[  398]  2142.554 | 6 | 3
[  399]  2147.937 | 6 | 3
[  400]  2153.320 | 6 | 3
[  401]  2158.704 | 6 | 4
[  402]  2164.087 | 6 | 4
[  403]  2169.470 | 6 | 4
[  404]  2174.854 | 6 | 4
[  405]  2180.237 | 6 | 4
[  406]  2185.620 | 6 | 4
[  407]  2191.003 | 6 | 4
[  408]  2196.387 | 6 | 4
[  409]  2201.770 | 6 | 4
[  410]  2207.153 | 6 | 4
[  411]  2212.537 | 6 | 4
[  412]  2217.920 | 6 | 4
[  413]  2223.303 | 6 | 4
[  414]  2228.687 | 6 | 4
[  415]  2234.070 | 6 | 4
[  416]  2239.453 | 6 | 4
[  417]  2244.836 | 6 | 4
[  418]  2250.220 | 6 | 4
[  419]  2255.603 | 6 | 4
[  420]  2260.986 | 6 | 4
[  421]  2266.370 | 6 | 4
[  422]  2271.753 | 6 | 4
[  423]  2277.136 | 6 | 4
[  424]  2282.520 | 6 | 4
[  425]  2287.903 | 6 | 5
[  426]  2293.286 | 6 | 5
[  427]  2298.669 | 6 | 5
[  428]  2304.053 | 6 | 5
[  429]  2309.436 | 6 | 5
[  430]  2314.819 | 6 | 5
[  431]  2320.203 | 6 | 5
[  432]  2325.586 | 6 | 5
[  433]  2330.969 | 6 | 5
[  434]  2336.353 | 6 | 5
[  435]  2341.736 | 6 | 5
[  436]  2347.119 | 6 | 5
[  437]  2352.502 | 6 | 5
[  438]  2357.886 | 6 | 5
[  439]  2363.269 | 6 | 5
[  440]  2368.652 | 6 | 5
[  441]  2374.036 | 6 | 5
[  442]  2379.419 | 6 | 5
[  443]  2384.802 | 6 | 5
[  444]  2390.186 | 6 | 5
[  445]  2395.569 | 6 | 5
[  446]  2400.952 | 6 | 5
[  447]  2406.335 | 6 | 5
[  448]  2411.719 | 6 | 5
[  449]  2417.102 | 6 | 5
[  450]  2422.485 | 6 | 6
[  451]  2427.869 | 6 | 6
[  452]  2433.252 | 6 | 6
[  453]  2438.635 | 6 | 6
[  454]  2444.019 | 6 | 6
[  455]  2449.402 | 6 | 6
[  456]  2454.785 | 6 | 6
[  457]  2460.168 | 6 | 6
[  458]  2465.552 | 6 | 6
[  459]  2470.935 | 6 | 6
[  460]  2476.318 | 6 | 6
[  461]  2481.702 | 6 | 6
[  462]  2487.085 | 6 | 6
[  463]  2492.468 | 6 | 6
[  464]  2497.852 | 6 | 6
[  465]  2503.235 | 6 | 6
[  466]  2508.618 | 6 | 6
[  467]  2514.001 | 6 | 6
[  468]  2519.385 | 6 | 6
[  469]  2524.768 | 6 | 6
[  470]  2530.151 | 6 | 6
[  471]  2535.535 | 6 | 6
[  472]  2540.918 | 6 | 6
[  473]  2546.301 | 6 | 6
[  474]  2551.685 | 6 | 6
[  475]  2557.068 | 6 | 6
[  476]  2562.451 | 6 | 6
[  477]  2567.834 | 6 | 7
[  478]  2573.218 | 6 | 7
[  479]  2578.601 | 6 | 7
[  480]  2583.984 | 6 | 7
[  481]  2589.368 | 6 | 7
[  482]  2594.751 | 6 | 7
[  483]  2600.134 | 6 | 7
[  484]  2605.518 | 6 | 7
[  485]  2610.901 | 6 | 7
[  486]  2616.284 | 6 | 7
[  487]  2621.667 | 6 | 7
[  488]  2627.051 | 6 | 7
[  489]  2632.434 | 6 | 7
[  490]  2637.817 | 6 | 7
[  491]  2643.201 | 6 | 7
[  492]  2648.584 | 6 | 7
[  493]  2653.967 | 6 | 7
[  494]  2659.351 | 6 | 7
[  495]  2664.734 | 6 | 7
[  496]  2670.117 | 6 | 7
[  497]  2675.500 | 6 | 7
[  498]  2680.884 | 6 | 7
[  499]  2686.267 | 6 | 7
[  500]  2691.650 | 6 | 7
[  501]  2697.034 | 6 | 7
[  502]  2702.417 | 6 | 7
[  503]  2707.800 | 6 | 7
[  504]  2713.184 | 6 | 7
[  505]  2718.567 | 6 | 8
[  506]  2723.950 | 6 | 8
[  507]  2729.333 | 6 | 8
[  508]  2734.717 | 6 | 8
[  509]  2740.100 | 6 | 8
[  510]  2745.483 | 6 | 8
[  511]  2750.867 | 6 | 8
[  512]  2756.250 | 6 | 8
[  513]  2761.633 | 6 | 8
[  514]  2767.017 | 6 | 8
[  515]  2772.400 | 6 | 8
[  516]  2777.783 | 6 | 8
[  517]  2783.167 | 6 | 8
[  518]  2788.550 | 6 | 8
[  519]  2793.933 | 6 | 8
[  520]  2799.316 | 6 | 8
[  521]  2804.700 | 6 | 8
[  522]  2810.083 | 6 | 8
[  523]  2815.466 | 6 | 8
[  524]  2820.850 | 6 | 8
[  525]  2826.233 | 6 | 8
[  526]  2831.616 | 6 | 8
[  527]  2837.000 | 6 | 8
[  528]  2842.383 | 6 | 8
[  529]  2847.766 | 6 | 8
[  530]  2853.149 | 6 | 8
[  531]  2858.533 | 6 | 8
[  532]  2863.916 | 6 | 8
[  533]  2869.299 | 6 | 8
[  534]  2874.683 | 6 | 8
[  535]  2880.066 | 6 | 9
[  536]  2885.449 | 6 | 9
[  537]  2890.833 | 6 | 9
[  538]  2896.216 | 6 | 9
[  539]  2901.599 | 6 | 9
[  540]  2906.982 | 6 | 9
[  541]  2912.366 | 6 | 9
[  542]  2917.749 | 6 | 9
[  543]  2923.132 | 6 | 9
[  544]  2928.516 | 6 | 9
[  545]  2933.899 | 6 | 9
[  546]  2939.282 | 6 | 9
[  547]  2944.666 | 6 | 9
[  548]  2950.049 | 6 | 9
[  549]  2955.432 | 6 | 9
[  550]  2960.815 | 6 | 9
[  551]  2966.199 | 6 | 9
[  552]  2971.582 | 6 | 9
[  553]  2976.965 | 6 | 9
[  554]  2982.349 | 6 | 9
[  555]  2987.732 | 6 | 9
[  556]  2993.115 | 6 | 9
[  557]  2998.499 | 6 | 9
[  558]  3003.882 | 6 | 9
[  559]  3009.265 | 6 | 9
[  560]  3014.648 | 6 | 9
[  561]  3020.032 | 6 | 9
[  562]  3025.415 | 6 | 9
[  563]  3030.798 | 6 | 9
[  564]  3036.182 | 6 | 9
[  565]  3041.565 | 6 | 9
[  566]  3046.948 | 6 | 9
[  567]  3052.332 | 6 | 10
[  568]  3057.715 | 6 | 10
[  569]  3063.098 | 6 | 10
[  570]  3068.481 | 6 | 10
[  571]  3073.865 | 6 | 10
[  572]  3079.248 | 6 | 10
[  573]  3084.631 | 6 | 10
[  574]  3090.015 | 6 | 10
[  575]  3095.398 | 6 | 10
[  576]  3100.781 | 6 | 10
[  577]  3106.165 | 6 | 10
[  578]  3111.548 | 6 | 10
[  579]  3116.931 | 6 | 10
[  580]  3122.314 | 6 | 10
[  581]  3127.698 | 6 | 10
[  582]  3133.081 | 6 | 10
[  583]  3138.464 | 6 | 10
[  584]  3143.848 | 6 | 10
[  585]  3149.231 | 6 | 10
[  586]  3154.614 | 6 | 10
[  587]  3159.998 | 6 | 10
[  588]  3165.381 | 6 | 10
[  589]  3170.764 | 6 | 10
[  590]  3176.147 | 6 | 10
[  591]  3181.531 | 6 | 10
[  592]  3186.914 | 6 | 10
[  593]  3192.297 | 6 | 10
[  594]  3197.681 | 6 | 10
[  595]  3203.064 | 6 | 10
[  596]  3208.447 | 6 | 10
[  597]  3213.831 | 6 | 10
[  598]  3219.214 | 6 | 10
[  599]  3224.597 | 6 | 10
[  600]  3229.980 | 6 | 11
[  601]  3235.364 | 6 | 11
[  602]  3240.747 | 6 | 11
[  603]  3246.130 | 6 | 11
[  604]  3251.514 | 6 | 11
[  605]  3256.897 | 6 | 11
[  606]  3262.280 | 6 | 11
[  607]  3267.664 | 6 | 11
[  608]  3273.047 | 6 | 11
[  609]  3278.430 | 6 | 11
[  610]  3283.813 | 6 | 11
[  611]  3289.197 | 6 | 11
[  612]  3294.580 | 6 | 11
[  613]  3299.963 | 6 | 11
[  614]  3305.347 | 6 | 11
[  615]  3310.730 | 6 | 11
[  616]  3316.113 | 6 | 11
[  617]  3321.497 | 6 | 11
[  618]  3326.880 | 6 | 11
[  619]  3332.263 | 6 | 11
[  620]  3337.646 | 6 | 11
[  621]  3343.030 | 6 | 11
[  622]  3348.413 | 6 | 11
[  623]  3353.796 | 6 | 11
[  624]  3359.180 | 6 | 11
[  625]  3364.563 | 6 | 11
[  626]  3369.946 | 6 | 11
[  627]  3375.330 | 6 | 11
[  628]  3380.713 | 6 | 11
[  629]  3386.096 | 6 | 11
[  630]  3391.479 | 6 | 11
[  631]  3396.863 | 6 | 11
[  632]  3402.246 | 6 | 11
[  633]  3407.629 | 6 | 11
[  634]  3413.013 | 6 | 11
[  635]  3418.396 | 6 | 11
[  636]  3423.779 | 7 | 0
[  637]  3429.163 | 7 | 0
[  638]  3434.546 | 7 | 0
[  639]  3439.929 | 7 | 0
[  640]  3445.312 | 7 | 0
[  641]  3450.696 | 7 | 0
[  642]  3456.079 | 7 | 0
[  643]  3461.462 | 7 | 0
[  644]  3466.846 | 7 | 0
[  645]  3472.229 | 7 | 0
[  646]  3477.612 | 7 | 0
[  647]  3482.996 | 7 | 0
[  648]  3488.379 | 7 | 0
[  649]  3493.762 | 7 | 0
[  650]  3499.146 | 7 | 0
[  651]  3504.529 | 7 | 0
[  652]  3509.912 | 7 | 0
[  653]  3515.295 | 7 | 0
[  654]  3520.679 | 7 | 0
[  655]  3526.062 | 7 | 0
[  656]  3531.445 | 7 | 0
[  657]  3536.829 | 7 | 0
[  658]  3542.212 | 7 | 0
[  659]  3547.595 | 7 | 0
[  660]  3552.979 | 7 | 0
[  661]  3558.362 | 7 | 0
[  662]  3563.745 | 7 | 0
[  663]  3569.128 | 7 | 0
[  664]  3574.512 | 7 | 0
[  665]  3579.895 | 7 | 0
[  666]  3585.278 | 7 | 0
[  667]  3590.662 | 7 | 0
[  668]  3596.045 | 7 | 0
[  669]  3601.428 | 7 | 0
[  670]  3606.812 | 7 | 0
[  671]  3612.195 | 7 | 0
[  672]  3617.578 | 7 | 0
[  673]  3622.961 | 7 | 0
[  674]  3628.345 | 7 | 1
[  675]  3633.728 | 7 | 1
[  676]  3639.111 | 7 | 1
[  677]  3644.495 | 7 | 1
[  678]  3649.878 | 7 | 1
[  679]  3655.261 | 7 | 1
[  680]  3660.645 | 7 | 1
[  681]  3666.028 | 7 | 1
[  682]  3671.411 | 7 | 1
[  683]  3676.794 | 7 | 1
[  684]  3682.178 | 7 | 1
[  685]  3687.561 | 7 | 1
[  686]  3692.944 | 7 | 1
[  687]  3698.328 | 7 | 1
[  688]  3703.711 | 7 | 1
[  689]  3709.094 | 7 | 1
[  690]  3714.478 | 7 | 1
[  691]  3719.861 | 7 | 1
[  692]  3725.244 | 7 | 1
[  693]  3730.627 | 7 | 1
[  694]  3736.011 | 7 | 1
[  695]  3741.394 | 7 | 1
[  696]  3746.777 | 7 | 1
[  697]  3752.161 | 7 | 1
[  698]  3757.544 | 7 | 1
[  699]  3762.927 | 7 | 1
[  700]  3768.311 | 7 | 1
[  701]  3773.694 | 7 | 1
[  702]  3779.077 | 7 | 1
[  703]  3784.460 | 7 | 1
[  704]  3789.844 | 7 | 1
[  705]  3795.227 | 7 | 1
[  706]  3800.610 | 7 | 1
[  707]  3805.994 | 7 | 1
[  708]  3811.377 | 7 | 1
[  709]  3816.760 | 7 | 1
[  710]  3822.144 | 7 | 1
[  711]  3827.527 | 7 | 1
[  712]  3832.910 | 7 | 1
[  713]  3838.293 | 7 | 1
[  714]  3843.677 | 7 | 2
[  715]  3849.060 | 7 | 2
[  716]  3854.443 | 7 | 2
[  717]  3859.827 | 7 | 2
[  718]  3865.210 | 7 | 2
[  719]  3870.593 | 7 | 2
[  720]  3875.977 | 7 | 2
[  721]  3881.360 | 7 | 2
[  722]  3886.743 | 7 | 2
[  723]  3892.126 | 7 | 2
[  724]  3897.510 | 7 | 2
[  725]  3902.893 | 7 | 2
[  726]  3908.276 | 7 | 2
[  727]  3913.660 | 7 | 2
[  728]  3919.043 | 7 | 2
[  729]  3924.426 | 7 | 2
[  730]  3929.810 | 7 | 2
[  731]  3935.193 | 7 | 2
[  732]  3940.576 | 7 | 2
[  733]  3945.959 | 7 | 2
[  734]  3951.343 | 7 | 2
[  735]  3956.726 | 7 | 2
[  736]  3962.109 | 7 | 2
[  737]  3967.493 | 7 | 2
[  738]  3972.876 | 7 | 2
[  739]  3978.259 | 7 | 2
[  740]  3983.643 | 7 | 2
[  741]  3989.026 | 7 | 2
[  742]  3994.409 | 7 | 2
[  743]  3999.792 | 7 | 2
[  744]  4005.176 | 7 | 2
[  745]  4010.559 | 7 | 2
[  746]  4015.942 | 7 | 2
[  747]  4021.326 | 7 | 2
[  748]  4026.709 | 7 | 2
[  749]  4032.092 | 7 | 2
[  750]  4037.476 | 7 | 2
[  751]  4042.859 | 7 | 2
[  752]  4048.242 | 7 | 2
[  753]  4053.625 | 7 | 2
[  754]  4059.009 | 7 | 2
[  755]  4064.392 | 7 | 2
[  756]  4069.775 | 7 | 3
[  757]  4075.159 | 7 | 3
[  758]  4080.542 | 7 | 3
[  759]  4085.925 | 7 | 3
[  760]  4091.309 | 7 | 3
[  761]  4096.692 | 7 | 3
[  762]  4102.075 | 7 | 3
[  763]  4107.458 | 7 | 3
[  764]  4112.842 | 7 | 3
[  765]  4118.225 | 7 | 3
[  766]  4123.608 | 7 | 3
[  767]  4128.992 | 7 | 3
[  768]  4134.375 | 7 | 3
[  769]  4139.758 | 7 | 3
[  770]  4145.142 | 7 | 3
[  771]  4150.525 | 7 | 3
[  772]  4155.908 | 7 | 3
[  773]  4161.292 | 7 | 3
[  774]  4166.675 | 7 | 3
[  775]  4172.058 | 7 | 3
[  776]  4177.441 | 7 | 3
[  777]  4182.825 | 7 | 3
[  778]  4188.208 | 7 | 3
[  779]  4193.591 | 7 | 3
[  780]  4198.975 | 7 | 3
[  781]  4204.358 | 7 | 3
[  782]  4209.741 | 7 | 3
[  783]  4215.125 | 7 | 3
[  784]  4220.508 | 7 | 3
[  785]  4225.891 | 7 | 3
[  786]  4231.274 | 7 | 3
[  787]  4236.658 | 7 | 3
