N,0.0
6,0.23219954648526078
N,1.0216780045351475
3,0.046439909297052155
4,0.09287981859410431
3,0.046439909297052155
4,0.046439909297052155
6,0.4179591836734694
8,0.46439909297052157
9,0.603718820861678
8,0.09287981859410431
9,0.09287981859410431
8,0.13931972789115646
6,0.5572789115646258
8,0.4179591836734694
3,0.046439909297052155
4,0.046439909297052155
6,0.4179591836734694
4,0.13931972789115646
8,0.46439909297052157
9,0.7894784580498866
0,0.09287981859410431
1,0.46439909297052157
0,0.23219954648526078
1,0.18575963718820862
3,0.046439909297052155
4,0.046439909297052155
6,0.046439909297052155
8,0.3250793650793651
5,0.6965986394557824
6,0.046439909297052155
3,0.6501587301587302
4,0.046439909297052155
5,0.09287981859410431
6,0.046439909297052155
8,0.23219954648526078
